pm2_5,so2,nox,timestamp
134.08,41.66,69.68,2025-11-17T05:54:39
140.49,44.42,69.98,2025-11-17T05:54:39
152.79,51.62,76.42,2025-11-17T05:54:39
80.0,23.17,39.49,2025-11-17T05:54:39
82.16,29.84,40.84,2025-11-17T05:54:39
81.67,23.22,42.06,2025-11-17T05:54:39
81.75,25.09,37.99,2025-11-17T05:54:39
82.24,23.22,39.26,2025-11-17T05:54:39
84.79,27.78,44.34,2025-11-17T05:54:39
86.95,28.92,45.13,2025-11-17T05:54:39
88.16,33.18,45.76,2025-11-17T05:54:39
98.98,32.1,50.7,2025-11-17T05:54:39
110.97,36.45,57.31,2025-11-17T05:54:39
125.6,42.32,61.39,2025-11-17T05:54:39
138.23,48.97,71.98,2025-11-17T05:54:39
149.53,45.53,77.48,2025-11-17T05:54:39
159.51,54.57,81.81,2025-11-17T05:54:39
80.0,24.66,41.01,2025-11-17T05:54:39
78.53,24.02,41.5,2025-11-17T05:54:39
80.86,29.26,39.62,2025-11-17T05:54:39
80.7,28.47,39.59,2025-11-17T05:54:39
82.78,25.85,40.12,2025-11-17T05:54:39
83.0,27.47,40.75,2025-11-17T05:54:39
81.56,29.27,39.96,2025-11-17T05:54:39
81.86,23.2,42.29,2025-11-17T05:54:39
84.68,33.04,42.33,2025-11-17T05:54:39
86.36,26.8,45.7,2025-11-17T05:54:39
87.88,28.21,43.63,2025-11-17T05:54:39
89.98,30.21,44.81,2025-11-17T05:54:39
92.33,34.41,44.94,2025-11-17T05:54:39
104.73,35.73,54.89,2025-11-17T05:54:39
114.32,37.95,56.3,2025-11-17T05:54:39
122.11,41.49,60.79,2025-11-17T05:54:39
134.76,45.27,66.42,2025-11-17T05:54:39
142.01,43.17,70.58,2025-11-17T05:54:39
153.02,53.67,78.44,2025-11-17T05:54:39
161.37,55.88,79.03,2025-11-17T05:54:39
80.0,23.31,37.99,2025-11-17T05:54:39
81.02,31.04,43.18,2025-11-17T05:54:39
81.97,26.63,41.39,2025-11-17T05:54:39
81.7,23.07,40.81,2025-11-17T05:54:39
84.23,26.27,42.63,2025-11-17T05:54:39
83.07,30.32,42.65,2025-11-17T05:54:39
84.67,25.95,43.56,2025-11-17T05:54:39
83.56,24.19,39.52,2025-11-17T05:54:39
83.13,31.28,41.81,2025-11-17T05:54:39
81.78,24.99,43.33,2025-11-17T05:54:39
84.56,32.16,41.08,2025-11-17T05:54:39
84.59,25.64,43.85,2025-11-17T05:54:39
85.54,33.46,40.08,2025-11-17T05:54:39
87.27,34.04,43.24,2025-11-17T05:54:39
88.04,31.02,45.53,2025-11-17T05:54:39
89.1,28.24,42.19,2025-11-17T05:54:39
88.71,32.1,41.94,2025-11-17T05:54:39
89.29,25.48,45.59,2025-11-17T05:54:39
89.53,28.65,47.37,2025-11-17T05:54:39
89.71,29.6,42.71,2025-11-17T05:54:39
92.4,31.9,48.81,2025-11-17T05:54:39
93.66,31.97,45.27,2025-11-17T05:54:39
92.24,33.95,48.14,2025-11-17T05:54:39
94.46,28.24,48.42,2025-11-17T05:54:39
94.57,29.92,47.43,2025-11-17T05:54:39
95.91,34.43,48.16,2025-11-17T05:54:39
96.26,29.82,46.11,2025-11-17T05:54:39
96.28,29.66,50.25,2025-11-17T05:54:39
99.4,28.36,47.32,2025-11-17T05:54:39
98.36,35.6,48.69,2025-11-17T05:54:39
96.84,36.24,49.07,2025-11-17T05:54:39
99.26,28.83,52.15,2025-11-17T05:54:39
100.0,35.47,51.73,2025-11-17T05:54:39
98.58,34.94,50.07,2025-11-17T05:54:39
99.87,29.59,49.37,2025-11-17T05:54:39
100.0,37.02,51.86,2025-11-17T05:54:39
98.64,35.48,50.01,2025-11-17T05:54:39
100.0,31.94,49.5,2025-11-17T05:54:39
99.33,30.86,50.57,2025-11-17T05:54:39
98.38,31.6,52.04,2025-11-17T05:54:39
109.01,32.74,56.33,2025-11-17T05:54:39
119.16,35.66,60.38,2025-11-17T05:54:39
127.81,43.7,62.03,2025-11-17T05:54:39
135.27,43.76,67.06,2025-11-17T05:54:39
140.94,47.5,70.57,2025-11-17T05:54:39
155.67,48.46,80.4,2025-11-17T05:54:39
169.84,58.23,87.69,2025-11-17T05:54:39
80.0,21.85,42.6,2025-11-17T05:54:39
79.62,22.07,42.77,2025-11-17T05:54:39
79.07,22.01,37.57,2025-11-17T05:54:39
78.42,25.97,39.25,2025-11-17T05:54:39
89.12,34.61,47.43,2025-11-17T05:54:39
99.43,35.29,49.02,2025-11-17T05:54:39
111.56,35.94,54.62,2025-11-17T05:54:39
118.33,39.26,59.54,2025-11-17T05:54:39
80.0,22.63,42.45,2025-11-17T05:54:39
79.38,23.23,41.52,2025-11-17T05:54:39
78.99,26.4,37.03,2025-11-17T05:54:39
78.8,26.42,36.57,2025-11-17T05:54:39
77.79,27.77,37.52,2025-11-17T05:54:39
79.3,22.35,37.46,2025-11-17T05:54:39
80.21,23.82,39.95,2025-11-17T05:54:39
82.81,31.86,41.68,2025-11-17T05:54:39
84.88,28.24,42.1,2025-11-17T05:54:39
84.82,23.29,41.47,2025-11-17T05:54:39
94.92,32.31,47.21,2025-11-17T05:54:39
103.14,36.76,51.82,2025-11-17T05:54:39
116.85,36.09,60.04,2025-11-17T05:54:39
127.72,38.05,63.47,2025-11-17T05:54:39
133.44,46.68,68.76,2025-11-17T05:54:39
141.56,46.37,68.72,2025-11-17T05:54:39
149.64,53.53,74.08,2025-11-17T05:54:39
158.92,51.83,78.62,2025-11-17T05:54:39
80.0,26.25,40.4,2025-11-17T05:54:39
79.61,23.69,37.11,2025-11-17T05:54:39
80.43,31.08,39.15,2025-11-17T05:54:39
79.93,30.78,39.02,2025-11-17T05:54:39
81.43,28.75,37.76,2025-11-17T05:54:39
80.52,26.75,41.94,2025-11-17T05:54:39
80.79,25.93,38.33,2025-11-17T05:54:39
84.08,31.22,42.17,2025-11-17T05:54:39
82.87,25.78,39.41,2025-11-17T05:54:39
82.99,29.13,42.1,2025-11-17T05:54:39
84.6,24.74,43.84,2025-11-17T05:54:39
87.87,29.6,45.97,2025-11-17T05:54:39
86.8,26.51,45.22,2025-11-17T05:54:39
85.82,26.46,44.83,2025-11-17T05:54:39
88.58,28.12,46.64,2025-11-17T05:54:39
89.82,32.99,47.3,2025-11-17T05:54:39
91.28,29.4,47.34,2025-11-17T05:54:39
89.36,33.97,44.59,2025-11-17T05:54:39
94.59,35.87,49.29,2025-11-17T05:54:39
107.93,39.84,54.42,2025-11-17T05:54:39
117.94,39.81,61.75,2025-11-17T05:54:39
131.78,46.63,63.5,2025-11-17T05:54:39
145.65,45.94,69.89,2025-11-17T05:54:39
154.3,56.4,74.54,2025-11-17T05:54:39
164.95,55.43,81.73,2025-11-17T05:54:39
80.0,25.72,42.79,2025-11-17T05:54:39
81.34,28.19,38.37,2025-11-17T05:54:39
81.77,23.54,39.83,2025-11-17T05:54:39
89.12,33.76,45.76,2025-11-17T05:54:39
103.59,37.17,52.94,2025-11-17T05:54:39
114.3,37.92,60.08,2025-11-17T05:54:39
123.37,42.58,58.74,2025-11-17T05:54:39
133.97,40.29,65.88,2025-11-17T05:54:39
146.54,51.5,75.61,2025-11-17T05:54:39
159.15,55.51,77.2,2025-11-17T05:54:39
80.0,27.57,42.28,2025-11-17T05:54:39
80.24,28.47,37.2,2025-11-17T05:54:39
82.4,26.69,42.39,2025-11-17T05:54:39
82.38,27.98,39.13,2025-11-17T05:54:39
82.9,29.2,38.78,2025-11-17T05:54:39
86.27,33.16,44.81,2025-11-17T05:54:39
88.23,29.64,44.18,2025-11-17T05:54:39
90.76,33.89,45.97,2025-11-17T05:54:39
89.37,32.01,45.09,2025-11-17T05:54:39
87.97,30.01,46.96,2025-11-17T05:54:39
90.11,27.43,42.99,2025-11-17T05:54:39
91.08,31.54,45.88,2025-11-17T05:54:39
99.15,31.46,52.3,2025-11-17T05:54:39
105.16,36.29,52.64,2025-11-17T05:54:39
110.96,34.49,55.32,2025-11-17T05:54:39
118.63,39.34,58.32,2025-11-17T05:54:39
129.09,40.08,62.23,2025-11-17T05:54:39
135.17,46.95,66.38,2025-11-17T05:54:39
80.0,28.65,41.84,2025-11-17T05:54:39
82.35,25.39,43.1,2025-11-17T05:54:39
83.27,31.04,43.94,2025-11-17T05:54:39
82.89,25.26,42.46,2025-11-17T05:54:39
84.27,32.83,39.62,2025-11-17T05:54:39
85.73,26.59,44.71,2025-11-17T05:54:39
84.39,26.6,40.44,2025-11-17T05:54:39
96.83,34.7,48.95,2025-11-17T05:54:39
108.4,36.04,56.2,2025-11-17T05:54:39
120.25,40.1,58.79,2025-11-17T05:54:39
127.92,38.07,65.16,2025-11-17T05:54:39
140.96,46.02,70.14,2025-11-17T05:54:39
151.05,46.47,73.25,2025-11-17T05:54:39
158.02,50.11,80.83,2025-11-17T05:54:39
166.92,57.97,85.01,2025-11-17T05:54:39
174.47,54.93,86.99,2025-11-17T05:54:39
80.0,22.23,39.82,2025-11-17T05:54:39
82.78,28.26,42.64,2025-11-17T05:54:39
84.46,32.82,44.08,2025-11-17T05:54:39
91.01,31.31,42.66,2025-11-17T05:54:39
98.07,35.93,51.08,2025-11-17T05:54:39
108.56,38.71,53.29,2025-11-17T05:54:39
119.94,43.91,62.57,2025-11-17T05:54:39
134.01,49.34,66.07,2025-11-17T05:54:39
146.11,51.74,75.87,2025-11-17T05:54:39
80.0,26.36,38.18,2025-11-17T05:54:39
79.24,29.41,38.94,2025-11-17T05:54:39
77.32,21.32,40.31,2025-11-17T05:54:39
79.3,26.95,42.09,2025-11-17T05:54:39
77.79,29.06,36.79,2025-11-17T05:54:39
79.83,26.31,41.47,2025-11-17T05:54:39
80.16,25.55,37.25,2025-11-17T05:54:39
80.46,26.13,37.35,2025-11-17T05:54:39
81.41,24.48,39.05,2025-11-17T05:54:39
83.48,29.2,41.36,2025-11-17T05:54:39
83.88,31.15,43.04,2025-11-17T05:54:39
84.55,28.66,41.75,2025-11-17T05:54:39
84.51,26.82,41.44,2025-11-17T05:54:39
86.07,32.62,43.77,2025-11-17T05:54:39
86.77,29.23,46.26,2025-11-17T05:54:39
85.36,29.05,41.59,2025-11-17T05:54:39
83.92,27.46,39.98,2025-11-17T05:54:39
84.79,24.53,40.45,2025-11-17T05:54:39
83.23,26.19,40.04,2025-11-17T05:54:39
86.09,32.93,41.86,2025-11-17T05:54:39
87.92,32.29,41.28,2025-11-17T05:54:39
87.11,28.27,41.39,2025-11-17T05:54:39
86.45,32.73,40.96,2025-11-17T05:54:39
88.8,27.94,45.17,2025-11-17T05:54:39
87.26,26.68,42.94,2025-11-17T05:54:39
90.58,33.59,43.96,2025-11-17T05:54:39
92.03,28.41,46.77,2025-11-17T05:54:39
94.21,32.48,44.72,2025-11-17T05:54:39
93.32,28.84,43.91,2025-11-17T05:54:39
91.8,29.97,48.22,2025-11-17T05:54:39
92.88,30.27,48.5,2025-11-17T05:54:39
94.23,29.31,50.09,2025-11-17T05:54:39
96.2,28.61,45.33,2025-11-17T05:54:39
95.38,36.23,50.61,2025-11-17T05:54:39
95.42,36.25,48.05,2025-11-17T05:54:39
98.21,33.65,48.8,2025-11-17T05:54:39
100.0,34.13,47.81,2025-11-17T05:54:39
97.98,30.09,49.17,2025-11-17T05:54:39
105.95,30.62,54.29,2025-11-17T05:54:39
117.72,37.76,59.23,2025-11-17T05:54:39
123.36,43.1,61.33,2025-11-17T05:54:39
135.18,45.9,64.92,2025-11-17T05:54:39
148.63,47.65,73.2,2025-11-17T05:54:39
161.09,51.41,80.14,2025-11-17T05:54:39
171.67,52.88,86.01,2025-11-17T05:54:39
80.0,23.53,41.0,2025-11-17T05:54:39
82.41,29.93,40.04,2025-11-17T05:54:39
84.42,31.84,44.12,2025-11-17T05:54:39
85.04,29.69,42.7,2025-11-17T05:54:39
86.74,26.31,45.33,2025-11-17T05:54:39
89.66,30.05,43.56,2025-11-17T05:54:39
89.48,26.12,42.95,2025-11-17T05:54:39
92.53,33.28,48.01,2025-11-17T05:54:39
99.95,34.7,48.61,2025-11-17T05:54:39
114.12,33.47,59.77,2025-11-17T05:54:39
128.69,46.78,61.92,2025-11-17T05:54:39
136.43,43.65,70.19,2025-11-17T05:54:39
149.81,53.42,76.05,2025-11-17T05:54:39
159.73,48.33,79.63,2025-11-17T05:54:39
80.0,30.54,37.94,2025-11-17T05:54:39
81.08,29.15,42.91,2025-11-17T05:54:39
80.85,30.02,41.95,2025-11-17T05:54:39
83.9,28.99,43.83,2025-11-17T05:54:39
84.67,27.84,42.83,2025-11-17T05:54:39
93.75,31.22,49.45,2025-11-17T05:54:39
99.57,34.96,47.3,2025-11-17T05:54:39
111.72,39.37,54.7,2025-11-17T05:54:39
121.44,41.81,59.43,2025-11-17T05:54:39
131.57,48.45,63.2,2025-11-17T05:54:39
80.0,29.09,38.55,2025-11-17T05:54:39
78.58,27.41,40.77,2025-11-17T05:54:39
78.49,27.53,36.54,2025-11-17T05:54:39
78.77,30.33,40.35,2025-11-17T05:54:39
79.07,25.89,40.62,2025-11-17T05:54:39
82.28,29.72,39.17,2025-11-17T05:54:39
82.68,23.0,38.71,2025-11-17T05:54:39
82.71,31.91,41.32,2025-11-17T05:54:39
85.28,23.64,40.21,2025-11-17T05:54:39
88.45,27.93,42.18,2025-11-17T05:54:39
91.78,32.91,46.68,2025-11-17T05:54:39
94.31,32.29,48.61,2025-11-17T05:54:39
93.72,29.56,48.86,2025-11-17T05:54:39
97.03,37.29,47.94,2025-11-17T05:54:39
99.74,30.86,47.46,2025-11-17T05:54:39
100.0,33.97,51.11,2025-11-17T05:54:39
100.0,31.4,48.91,2025-11-17T05:54:39
100.0,36.35,50.9,2025-11-17T05:54:39
113.55,41.43,57.92,2025-11-17T05:54:39
122.27,44.57,61.97,2025-11-17T05:54:39
134.5,47.51,66.17,2025-11-17T05:54:39
147.75,50.54,72.0,2025-11-17T05:54:39
155.17,50.06,78.03,2025-11-17T05:54:39
163.77,51.15,82.39,2025-11-17T05:54:39
80.0,29.54,42.67,2025-11-17T05:54:39
80.71,22.58,38.68,2025-11-17T05:54:39
81.12,29.44,38.08,2025-11-17T05:54:39
82.95,32.08,43.92,2025-11-17T05:54:39
82.19,26.98,40.9,2025-11-17T05:54:39
85.64,30.21,41.86,2025-11-17T05:54:39
85.42,24.99,40.92,2025-11-17T05:54:39
86.44,28.88,42.54,2025-11-17T05:54:39
95.66,31.72,49.43,2025-11-17T05:54:39
107.7,36.22,55.52,2025-11-17T05:54:39
122.67,38.87,58.56,2025-11-17T05:54:39
130.44,39.24,64.38,2025-11-17T05:54:39
144.16,45.84,74.4,2025-11-17T05:54:39
157.71,52.82,81.21,2025-11-17T05:54:39
166.69,56.81,81.79,2025-11-17T05:54:39
179.13,63.98,87.75,2025-11-17T05:54:39
80.0,21.93,37.42,2025-11-17T05:54:39
82.93,32.63,43.76,2025-11-17T05:54:39
86.0,24.98,40.59,2025-11-17T05:54:39
84.59,28.39,40.97,2025-11-17T05:54:39
87.6,30.72,43.71,2025-11-17T05:54:39
87.15,32.26,45.38,2025-11-17T05:54:39
99.23,32.4,48.17,2025-11-17T05:54:39
112.66,42.2,55.0,2025-11-17T05:54:39
122.1,43.07,62.14,2025-11-17T05:54:39
135.67,44.63,66.96,2025-11-17T05:54:39
149.63,53.76,71.93,2025-11-17T05:54:39
160.78,57.18,82.95,2025-11-17T05:54:39
171.16,56.58,87.57,2025-11-17T05:54:39
80.0,27.82,42.85,2025-11-17T05:54:39
81.66,26.71,38.91,2025-11-17T05:54:39
81.89,28.81,42.72,2025-11-17T05:54:39
82.22,31.66,42.78,2025-11-17T05:54:39
83.78,26.63,43.36,2025-11-17T05:54:39
82.43,23.03,39.67,2025-11-17T05:54:39
81.35,25.72,41.57,2025-11-17T05:54:39
83.89,31.0,44.38,2025-11-17T05:54:39
84.35,27.69,44.8,2025-11-17T05:54:39
95.33,34.57,44.87,2025-11-17T05:54:39
103.89,31.72,50.39,2025-11-17T05:54:39
115.78,41.47,56.44,2025-11-17T05:54:39
120.92,41.87,59.77,2025-11-17T05:54:39
133.54,48.5,68.03,2025-11-17T05:54:39
140.92,45.27,72.8,2025-11-17T05:54:39
151.76,55.08,73.07,2025-11-17T05:54:39
157.98,51.86,80.16,2025-11-17T05:54:39
80.0,23.4,40.16,2025-11-17T05:54:39
80.05,22.77,38.97,2025-11-17T05:54:39
79.38,29.25,40.27,2025-11-17T05:54:39
78.25,26.0,40.73,2025-11-17T05:54:39
78.0,21.11,40.44,2025-11-17T05:54:39
90.24,29.85,45.4,2025-11-17T05:54:39
98.62,34.52,51.81,2025-11-17T05:54:39
109.76,38.77,52.4,2025-11-17T05:54:39
123.73,44.24,64.75,2025-11-17T05:54:39
137.12,46.17,67.64,2025-11-17T05:54:39
146.76,45.56,74.43,2025-11-17T05:54:39
155.28,55.99,78.44,2025-11-17T05:54:39
166.84,56.52,83.66,2025-11-17T05:54:39
80.0,27.52,39.99,2025-11-17T05:54:39
81.76,31.24,38.5,2025-11-17T05:54:39
81.42,22.47,40.93,2025-11-17T05:54:39
81.25,27.78,39.07,2025-11-17T05:54:39
81.56,29.02,43.05,2025-11-17T05:54:39
80.94,30.87,41.24,2025-11-17T05:54:39
81.88,31.51,40.76,2025-11-17T05:54:39
80.28,25.34,42.83,2025-11-17T05:54:39
82.98,31.5,40.76,2025-11-17T05:54:39
85.96,31.14,41.42,2025-11-17T05:54:39
88.08,28.0,41.64,2025-11-17T05:54:39
88.37,34.17,46.9,2025-11-17T05:54:39
87.71,32.46,41.27,2025-11-17T05:54:39
89.44,29.28,41.89,2025-11-17T05:54:39
90.16,33.97,44.05,2025-11-17T05:54:39
90.31,29.96,45.83,2025-11-17T05:54:39
88.26,29.75,46.83,2025-11-17T05:54:39
86.55,29.49,40.61,2025-11-17T05:54:39
86.51,30.41,45.42,2025-11-17T05:54:39
86.04,32.88,45.7,2025-11-17T05:54:39
84.34,26.81,43.24,2025-11-17T05:54:39
96.47,28.71,50.99,2025-11-17T05:54:39
111.27,38.48,54.08,2025-11-17T05:54:39
124.48,36.7,60.46,2025-11-17T05:54:39
133.35,46.39,67.42,2025-11-17T05:54:39
147.64,53.65,74.61,2025-11-17T05:54:39
152.87,48.86,79.16,2025-11-17T05:54:39
158.05,48.27,78.23,2025-11-17T05:54:39
80.0,25.86,42.23,2025-11-17T05:54:39
82.83,28.4,41.28,2025-11-17T05:54:39
81.12,27.4,40.96,2025-11-17T05:54:39
82.54,22.89,42.7,2025-11-17T05:54:39
85.16,30.25,45.26,2025-11-17T05:54:39
86.99,33.72,40.55,2025-11-17T05:54:39
88.33,32.63,43.39,2025-11-17T05:54:39
90.26,32.72,47.37,2025-11-17T05:54:39
92.56,30.22,48.0,2025-11-17T05:54:39
95.11,27.73,44.7,2025-11-17T05:54:39
93.71,29.36,48.67,2025-11-17T05:54:39
93.05,26.09,43.88,2025-11-17T05:54:39
94.61,36.42,45.93,2025-11-17T05:54:39
94.8,26.72,45.45,2025-11-17T05:54:39
96.74,33.93,50.67,2025-11-17T05:54:39
99.35,37.57,47.96,2025-11-17T05:54:39
100.0,31.32,49.19,2025-11-17T05:54:39
100.0,35.54,49.12,2025-11-17T05:54:39
100.0,30.69,48.67,2025-11-17T05:54:39
100.0,37.44,47.65,2025-11-17T05:54:39
112.51,40.8,56.36,2025-11-17T05:54:39
122.52,36.44,63.68,2025-11-17T05:54:39
134.71,42.62,67.96,2025-11-17T05:54:39
143.32,46.1,71.31,2025-11-17T05:54:39
157.19,50.75,75.63,2025-11-17T05:54:39
163.18,57.31,83.35,2025-11-17T05:54:39
80.0,25.58,39.37,2025-11-17T05:54:39
82.91,29.63,39.47,2025-11-17T05:54:39
84.8,29.95,42.65,2025-11-17T05:54:39
86.68,32.63,41.05,2025-11-17T05:54:39
85.24,24.01,44.29,2025-11-17T05:54:39
87.6,32.96,44.17,2025-11-17T05:54:39
90.16,31.26,43.19,2025-11-17T05:54:39
91.43,30.16,43.39,2025-11-17T05:54:39
91.11,30.05,47.64,2025-11-17T05:54:39
92.19,34.48,46.44,2025-11-17T05:54:39
92.44,29.98,47.11,2025-11-17T05:54:39
91.0,26.13,47.1,2025-11-17T05:54:39
93.01,35.05,46.08,2025-11-17T05:54:39
91.88,26.92,47.72,2025-11-17T05:54:39
94.46,31.12,45.14,2025-11-17T05:54:39
97.78,34.73,46.04,2025-11-17T05:54:39
97.41,29.25,48.82,2025-11-17T05:54:39
111.3,38.06,56.72,2025-11-17T05:54:39
123.2,36.56,61.66,2025-11-17T05:54:39
131.35,46.42,67.4,2025-11-17T05:54:39
139.69,45.8,68.42,2025-11-17T05:54:39
80.0,29.1,37.94,2025-11-17T05:54:39
82.29,28.19,41.11,2025-11-17T05:54:39
82.91,24.09,41.21,2025-11-17T05:54:39
84.03,30.32,44.67,2025-11-17T05:54:39
86.67,26.04,45.24,2025-11-17T05:54:39
84.73,24.59,39.65,2025-11-17T05:54:39
86.39,29.25,42.12,2025-11-17T05:54:39
88.74,33.52,46.14,2025-11-17T05:54:39
89.91,25.11,42.99,2025-11-17T05:54:39
91.03,28.21,46.32,2025-11-17T05:54:39
92.04,29.86,46.61,2025-11-17T05:54:39
91.63,28.09,45.87,2025-11-17T05:54:39
94.36,28.68,44.77,2025-11-17T05:54:39
94.66,29.91,47.66,2025-11-17T05:54:39
94.34,34.57,45.04,2025-11-17T05:54:39
95.33,29.2,44.75,2025-11-17T05:54:39
94.55,29.61,48.96,2025-11-17T05:54:39
94.82,34.68,46.09,2025-11-17T05:54:39
94.85,28.53,46.37,2025-11-17T05:54:39
93.48,30.88,44.69,2025-11-17T05:54:39
93.0,31.24,49.22,2025-11-17T05:54:39
94.37,28.24,47.06,2025-11-17T05:54:39
94.82,27.74,46.42,2025-11-17T05:54:39
97.18,32.59,48.8,2025-11-17T05:54:39
100.0,34.82,52.74,2025-11-17T05:54:39
100.0,31.61,50.48,2025-11-17T05:54:39
100.0,30.57,47.64,2025-11-17T05:54:39
100.0,33.39,47.86,2025-11-17T05:54:39
99.65,35.63,50.58,2025-11-17T05:54:39
100.0,31.33,51.9,2025-11-17T05:54:39
99.5,32.57,52.59,2025-11-17T05:54:39
100.0,30.36,49.97,2025-11-17T05:54:39
100.0,34.76,49.18,2025-11-17T05:54:39
98.28,32.03,51.38,2025-11-17T05:54:39
99.82,36.73,52.6,2025-11-17T05:54:39
99.39,33.41,50.95,2025-11-17T05:54:39
98.71,36.6,51.81,2025-11-17T05:54:39
99.47,37.76,48.82,2025-11-17T05:54:39
100.0,28.37,48.95,2025-11-17T05:54:39
100.0,30.25,50.44,2025-11-17T05:54:39
98.37,32.25,47.81,2025-11-17T05:54:39
99.61,36.99,48.65,2025-11-17T05:54:39
98.85,36.67,48.7,2025-11-17T05:54:39
106.16,37.67,55.04,2025-11-17T05:54:39
118.57,35.7,61.88,2025-11-17T05:54:39
126.06,38.67,63.01,2025-11-17T05:54:39
140.51,42.27,72.84,2025-11-17T05:54:39
148.05,52.77,71.84,2025-11-17T05:54:39
159.73,49.8,81.22,2025-11-17T05:54:39
165.67,57.84,83.24,2025-11-17T05:54:39
178.68,58.99,91.21,2025-11-17T05:54:39
80.0,21.83,37.08,2025-11-17T05:54:39
82.64,25.31,43.55,2025-11-17T05:54:39
81.65,27.2,39.38,2025-11-17T05:54:39
93.51,35.32,43.76,2025-11-17T05:54:39
104.75,35.06,53.53,2025-11-17T05:54:39
118.15,40.21,57.04,2025-11-17T05:54:39
130.96,43.12,63.42,2025-11-17T05:54:39
139.13,44.87,67.11,2025-11-17T05:54:39
144.52,52.7,71.29,2025-11-17T05:54:39
150.58,47.94,77.55,2025-11-17T05:54:39
80.0,29.84,37.92,2025-11-17T05:54:39
80.61,22.34,40.01,2025-11-17T05:54:39
79.18,22.05,36.87,2025-11-17T05:54:39
78.76,26.0,42.25,2025-11-17T05:54:39
78.69,27.39,37.57,2025-11-17T05:54:39
77.34,29.77,37.95,2025-11-17T05:54:39
77.54,23.06,38.5,2025-11-17T05:54:39
76.23,23.26,35.87,2025-11-17T05:54:39
89.45,31.61,45.12,2025-11-17T05:54:39
95.13,28.57,48.77,2025-11-17T05:54:39
106.53,37.09,50.43,2025-11-17T05:54:39
120.36,39.45,61.49,2025-11-17T05:54:39
125.48,45.82,62.39,2025-11-17T05:54:39
139.91,44.61,72.67,2025-11-17T05:54:39
80.0,30.19,41.13,2025-11-17T05:54:39
82.58,30.86,40.05,2025-11-17T05:54:39
80.79,31.72,38.91,2025-11-17T05:54:39
81.55,26.92,38.89,2025-11-17T05:54:39
82.99,32.04,40.89,2025-11-17T05:54:39
86.25,33.16,43.27,2025-11-17T05:54:39
85.94,23.98,44.15,2025-11-17T05:54:39
87.95,31.06,41.16,2025-11-17T05:54:39
89.7,27.83,47.44,2025-11-17T05:54:39
92.08,25.92,47.15,2025-11-17T05:54:39
94.25,28.95,45.59,2025-11-17T05:54:39
93.39,29.06,43.9,2025-11-17T05:54:39
95.36,30.27,44.98,2025-11-17T05:54:39
97.05,34.15,46.65,2025-11-17T05:54:39
97.61,36.28,48.81,2025-11-17T05:54:39
100.0,34.07,47.68,2025-11-17T05:54:39
100.0,32.79,48.85,2025-11-17T05:54:39
98.17,36.76,47.66,2025-11-17T05:54:39
100.0,32.8,52.17,2025-11-17T05:54:39
100.0,37.0,50.89,2025-11-17T05:54:39
100.0,30.63,51.49,2025-11-17T05:54:39
100.0,31.21,47.55,2025-11-17T05:54:39
100.0,30.0,52.73,2025-11-17T05:54:39
100.0,37.66,52.72,2025-11-17T05:54:39
100.0,30.19,48.02,2025-11-17T05:54:39
100.0,36.42,48.95,2025-11-17T05:54:39
100.0,31.24,49.32,2025-11-17T05:54:39
98.41,35.49,48.32,2025-11-17T05:54:39
97.73,37.13,50.46,2025-11-17T05:54:39
99.1,29.68,51.95,2025-11-17T05:54:39
98.03,28.38,49.2,2025-11-17T05:54:39
98.83,36.83,48.58,2025-11-17T05:54:39
98.02,34.36,49.32,2025-11-17T05:54:39
97.19,31.95,48.03,2025-11-17T05:54:39
96.82,27.68,48.02,2025-11-17T05:54:39
98.75,28.09,48.98,2025-11-17T05:54:39
99.66,31.38,51.69,2025-11-17T05:54:39
100.0,36.83,50.61,2025-11-17T05:54:39
100.0,28.8,48.37,2025-11-17T05:54:39
99.58,30.56,48.42,2025-11-17T05:54:39
100.0,30.49,47.12,2025-11-17T05:54:39
100.0,37.84,52.25,2025-11-17T05:54:39
100.0,29.71,49.49,2025-11-17T05:54:39
97.73,31.06,47.02,2025-11-17T05:54:39
96.12,29.25,50.67,2025-11-17T05:54:39
98.36,33.19,50.04,2025-11-17T05:54:39
100.0,30.34,51.37,2025-11-17T05:54:39
98.0,28.47,49.17,2025-11-17T05:54:39
100.0,34.21,48.7,2025-11-17T05:54:39
97.65,33.86,48.68,2025-11-17T05:54:39
98.04,35.69,51.67,2025-11-17T05:54:39
96.26,33.16,48.37,2025-11-17T05:54:39
97.8,33.88,50.56,2025-11-17T05:54:39
98.69,37.61,51.26,2025-11-17T05:54:39
97.5,28.22,46.17,2025-11-17T05:54:39
99.25,37.29,48.73,2025-11-17T05:54:39
99.12,32.22,48.29,2025-11-17T05:54:39
100.0,29.49,49.92,2025-11-17T05:54:39
100.0,28.72,51.5,2025-11-17T05:54:39
109.31,32.61,53.46,2025-11-17T05:54:39
115.6,34.65,56.95,2025-11-17T05:54:39
121.29,39.49,59.33,2025-11-17T05:54:39
126.71,47.16,60.51,2025-11-17T05:54:39
140.08,43.02,70.67,2025-11-17T05:54:39
148.36,50.79,71.29,2025-11-17T05:54:39
153.94,51.98,78.34,2025-11-17T05:54:39
160.1,53.96,81.39,2025-11-17T05:54:39
166.32,52.59,81.15,2025-11-17T05:54:39
80.0,22.31,40.59,2025-11-17T05:54:39
